"term","sentiment"
"enjoyableness","55.882353"
"enjoyably","52.941176"
"enjoyed","67.647059"
"enjoyer","64.705882"
"enjoyers","64.705882"
"enjoying","70.588235"
"enjoyment","76.470588"
"enjoyments","58.823529"
"enjoys","67.647059"
"enlighten","67.647059"
"enlightened","64.705882"
"enlightening","67.647059"
"enlightens","50"
"ennui","-35.294118"
"enrage","-76.470588"
"enraged","-50"
"enrages","-52.941176"
"enraging","-82.352941"
"enrapture","88.235294"
"enslave","-91.176471"
"enslaved","-50"
"enslaves","-47.058824"
"ensure","47.058824"
"ensuring","32.352941"
"enterprising","67.647059"
"entertain","38.235294"
"entertained","50"
"entertainer","47.058824"
"entertainers","29.411765"
"entertaining","55.882353"
"entertainingly","55.882353"
"entertainment","52.941176"
"entertainments","67.647059"
"entertains","70.588235"
"enthral","11.764706"
"enthuse","47.058824"
"enthused","58.823529"
"enthuses","50"
"enthusiasm","55.882353"
"enthusiasms","58.823529"
"enthusiast","44.117647"
"enthusiastic","64.705882"
"enthusiastically","76.470588"
"enthusiasts","41.176471"
"enthusing","55.882353"
"entitled","32.352941"
"entrusted","23.529412"
"envied","-32.352941"
"envier","-29.411765"
"enviers","-32.352941"
"envies","-23.529412"
"envious","-32.352941"
"envy","-32.352941"
"envying","-23.529412"
"envyingly","-38.235294"
"erroneous","-52.941176"
"error","-50"
"errors","-41.176471"
"escape","20.588235"
"escapes","14.705882"
"escaping","5.882353"
"esteemed","55.882353"
"ethical","67.647059"
"euphoria","97.058824"
"euphoric","94.117647"
"eviction","-58.823529"
"evil","-100"
"evildoer","-91.176471"
"evildoers","-70.588235"
"evildoing","-91.176471"
"evildoings","-73.529412"
"eviler","-61.764706"
"evilest","-73.529412"
"eviller","-85.294118"
"evillest","-97.058824"
"evilly","-100"
"evilness","-91.176471"
"evils","-79.411765"
"exaggerate","-17.647059"
"exaggerated","-11.764706"
"exaggerates","-17.647059"
"exaggerating","-20.588235"
"exasperated","-52.941176"
"excel","58.823529"
"excelled","64.705882"
"excellence","91.176471"
"excellences","73.529412"
"excellencies","70.588235"
"excellency","73.529412"
"excellent","79.411765"
"excellently","91.176471"
"excelling","73.529412"
"excels","73.529412"
"excelsior","20.588235"
"excitabilities","44.117647"
"excitability","35.294118"
"excitable","44.117647"
"excitableness","29.411765"
"excitant","52.941176"
"excitants","35.294118"
"excitation","52.941176"
"excitations","52.941176"
"excitative","8.823529"
"excitatory","32.352941"
"excite","61.764706"
"excited","41.176471"
"excitedly","67.647059"
"excitement","64.705882"
"excitements","55.882353"
"exciter","55.882353"
"exciters","41.176471"
"excites","61.764706"
"exciting","64.705882"
"excitingly","55.882353"
"exciton","8.823529"
"excitonic","5.882353"
"excitons","23.529412"
"excitor","14.705882"
"exclude","-26.470588"
"excluded","-41.176471"
"exclusion","-35.294118"
"exclusive","14.705882"
"excruciate","-79.411765"
"excruciated","-38.235294"
"excruciates","-29.411765"
"excruciating","-97.058824"
"excruciatingly","-85.294118"
"excruciation","-100"
"excruciations","-55.882353"
"excuse","8.823529"
"exempt","11.764706"
"exhaust","-35.294118"
"exhausted","-44.117647"
"exhauster","-38.235294"
"exhausters","-38.235294"
"exhaustibility","-23.529412"
"exhaustible","-29.411765"
"exhausting","-44.117647"
"exhaustion","-44.117647"
"exhaustions","-32.352941"
"exhaustive","-14.705882"
"exhaustively","-20.588235"
"exhaustiveness","-32.352941"
"exhaustless","5.882353"
"exhaustlessness","26.470588"
"exhausts","-32.352941"
"exhilarated","88.235294"
"exhilarates","82.352941"
"exhilarating","50"
"exonerate","52.941176"
"exonerated","52.941176"
"exonerates","47.058824"
"exonerating","29.411765"
"expand","38.235294"
"expands","11.764706"
"expel","-55.882353"
"expelled","-29.411765"
"expelling","-47.058824"
"expels","-47.058824"
"exploit","-11.764706"
"exploited","-58.823529"
"exploiting","-55.882353"
"exploits","-41.176471"
"exploration","26.470588"
"explorations","8.823529"
"expose","-17.647059"
"exposed","-8.823529"
"exposes","-14.705882"
"exposing","-32.352941"
"extend","20.588235"
"extends","14.705882"
"exuberant","82.352941"
"exultant","88.235294"
"exultantly","41.176471"
"ez","44.117647"
"fab","58.823529"
"fabulous","70.588235"
"fabulousness","82.352941"
"fad","26.470588"
"fag","-61.764706"
"faggot","-100"
"faggots","-94.117647"
"fail","-73.529412"
"failed","-67.647059"
"failing","-67.647059"
"failingly","-41.176471"
"failings","-64.705882"
"faille","2.941176"
"fails","-52.941176"
"failure","-67.647059"
"failures","-58.823529"
"fainthearted","-8.823529"
"fair","38.235294"
"faith","52.941176"
"faithed","38.235294"
"faithful","55.882353"
"faithfully","52.941176"
"faithfulness","55.882353"
"faithless","-29.411765"
"faithlessly","-26.470588"
"faithlessness","-52.941176"
"faiths","52.941176"
"fake","-61.764706"
"fakes","-52.941176"
"faking","-52.941176"
"fallen","-44.117647"
"falling","-17.647059"
"falsified","-47.058824"
"falsify","-58.823529"
"fame","55.882353"
"fan","38.235294"
"fantastic","76.470588"
"fantastical","58.823529"
"fantasticalities","61.764706"
"fantasticality","50"
"fantasticalness","38.235294"
"fantasticate","44.117647"
"fantastico","11.764706"
"farce","-50"
"fascinate","70.588235"
"fascinated","61.764706"
"fascinates","58.823529"
"fascinating","73.529412"
"fascination","64.705882"
"fascist","-76.470588"
"fascists","-23.529412"
"fatal","-73.529412"
"fatalism","-17.647059"
"fatalisms","-50"
"fatalist","-14.705882"
"fatalistic","-29.411765"
"fatalists","-35.294118"
"fatalities","-85.294118"
"fatality","-102.941176"
"fatally","-94.117647"
"fatigue","-29.411765"
"fatigued","-41.176471"
"fatigues","-38.235294"
"fatiguing","-35.294118"
"fatiguingly","-44.117647"
"fault","-50"
"faulted","-41.176471"
"faultfinder","-23.529412"
"faultfinders","-44.117647"
"faultfinding","-61.764706"
"faultier","-61.764706"
"faultiest","-61.764706"
"faultily","-58.823529"
"faultiness","-44.117647"
"faulting","-41.176471"
"faultless","58.823529"
"faultlessly","58.823529"
"faultlessness","32.352941"
"faults","-61.764706"
"faulty","-38.235294"
"fav","64.705882"
"fave","55.882353"
"favor","50"
"favorable","61.764706"
"favorableness","64.705882"
"favorably","47.058824"
"favored","52.941176"
"favorer","38.235294"
"favorers","41.176471"
"favoring","52.941176"
"favorite","58.823529"
"favorited","50"
"favorites","52.941176"
"favoritism","20.588235"
"favoritisms","20.588235"
"favors","29.411765"
"favour","55.882353"
"favoured","52.941176"
"favourer","47.058824"
"favourers","47.058824"
"favouring","38.235294"
"favours","52.941176"
"fcol","-52.941176"
"fear","-64.705882"
"feared","-64.705882"
"fearful","-64.705882"
"fearfuller","-64.705882"
"fearfullest","-73.529412"
"fearfully","-64.705882"
"fearfulness","-52.941176"
"fearing","-79.411765"
"fearless","55.882353"
"fearlessly","32.352941"
"fearlessness","32.352941"
"fears","-52.941176"
"fearsome","-50"
"fed up","-52.941176"
"feeble","-35.294118"
"feeling","14.705882"
"felonies","-73.529412"
"felony","-73.529412"
"ferocious","-11.764706"
"ferociously","-32.352941"
"ferociousness","-29.411765"
"ferocities","-29.411765"
"ferocity","-20.588235"
"fervent","32.352941"
"fervid","14.705882"
"festival","64.705882"
"festivalgoer","38.235294"
"festivalgoers","35.294118"
"festivals","44.117647"
"festive","58.823529"
"festively","64.705882"
"festiveness","70.588235"
"festivities","61.764706"
"festivity","64.705882"
"feud","-41.176471"
"feudal","-23.529412"
"feudalism","-26.470588"
"feudalisms","-5.882353"
"feudalist","-26.470588"
"feudalistic","-32.352941"
"feudalities","-11.764706"
"feudality","-14.705882"
"feudalization","-8.823529"
"feudalize","-14.705882"
"feudalized","-23.529412"
"feudalizes","-2.941176"
"feudalizing","-20.588235"
"feudally","-17.647059"
"feudaries","-8.823529"
"feudary","-23.529412"
"feudatories","-14.705882"
"feudatory","-2.941176"
"feuded","-64.705882"
"feuding","-47.058824"
"feudist","-32.352941"
"feudists","-20.588235"
"feuds","-41.176471"
"ff","52.941176"
"ffs","-82.352941"
"fiasco","-67.647059"
"fidgety","-41.176471"
"fiery","-41.176471"
"fiesta","61.764706"
"fiestas","44.117647"
"fight","-47.058824"
"fighter","17.647059"
"fighters","-5.882353"
"fighting","-44.117647"
"fightings","-55.882353"
"fights","-50"
"fine","23.529412"
"fire","-41.176471"
"fired","-76.470588"
"firing","-41.176471"
"fit","44.117647"
"fitness","32.352941"
"fkm","-70.588235"
"flagship","11.764706"
"flatter","11.764706"
"flattered","47.058824"
"flatterer","-8.823529"
"flatterers","8.823529"
"flatteries","35.294118"
"flattering","38.235294"
"flatteringly","29.411765"
"flatters","17.647059"
"flattery","11.764706"
"flawless","67.647059"
"flawlessly","23.529412"
"flees","-20.588235"
"flexibilities","29.411765"
"flexibility","41.176471"
"flexible","26.470588"
"flexibly","38.235294"
"flirtation","50"
"flirtations","-2.941176"
"flirtatious","14.705882"
"flirtatiously","-2.941176"
"flirtatiousness","17.647059"
"flirted","-5.882353"
"flirter","-11.764706"
"flirters","17.647059"
"flirtier","-2.941176"
"flirtiest","11.764706"
"flirting","23.529412"
"flirts","20.588235"
"flirty","17.647059"
"flop","-41.176471"
"flops","-41.176471"
"flu","-47.058824"
"flunk","-38.235294"
"flunked","-61.764706"
"flunker","-55.882353"
"flunkers","-47.058824"
"flunkey","-52.941176"
"flunkeys","-17.647059"
"flunkies","-41.176471"
"flunking","-44.117647"
"flunks","-52.941176"
"flunky","-52.941176"
"flustered","-29.411765"
"foaf","52.941176"
"focused","47.058824"
"foe","-55.882353"
"foehns","5.882353"
"foeman","-52.941176"
"foemen","-8.823529"
"foes","-58.823529"
"foetal","-2.941176"
"foetid","-67.647059"
"foetor","-88.235294"
"foetors","-61.764706"
"foetus","5.882353"
"foetuses","5.882353"
"fond","55.882353"
"fondly","55.882353"
"fondness","73.529412"
"fool","-55.882353"
"fooled","-47.058824"
"fooleries","-52.941176"
"foolery","-52.941176"
"foolfish","-23.529412"
"foolfishes","-11.764706"
"foolhardier","-44.117647"
"foolhardiest","-38.235294"
"foolhardily","-29.411765"
"foolhardiness","-47.058824"
"foolhardy","-41.176471"
"fooling","-50"
"foolish","-32.352941"
"foolisher","-50"
"foolishest","-41.176471"
"foolishly","-52.941176"
"foolishness","-52.941176"
"foolishnesses","-58.823529"
"foolproof","47.058824"
"fools","-64.705882"
"foolscaps","-23.529412"
"forbid","-38.235294"
"forbiddance","-41.176471"
"forbiddances","-29.411765"
"forbidden","-52.941176"
"forbidder","-47.058824"
"forbidders","-44.117647"
"forbidding","-55.882353"
"forbiddingly","-55.882353"
"forbids","-38.235294"
"forced","-58.823529"
"foreclosure","-14.705882"
"foreclosures","-70.588235"
"forgave","41.176471"
"forget","-26.470588"
"forgetful","-32.352941"
"forgivable","50"
"forgivably","47.058824"
"forgive","32.352941"
"forgiven","47.058824"
"forgiveness","32.352941"
"forgiver","50"
"forgivers","35.294118"
"forgives","50"
"forgiving","55.882353"
"forgivingly","41.176471"
"forgivingness","52.941176"
"forgotten","-26.470588"
"fortunate","55.882353"
"fought","-38.235294"
"foughten","-55.882353"
"frantic","-55.882353"
"frantically","-41.176471"
"franticness","-20.588235"
"fraud","-82.352941"
"frauds","-67.647059"
"fraudster","-73.529412"
"fraudsters","-70.588235"
"fraudulence","-67.647059"
"fraudulent","-64.705882"
"freak","-55.882353"
"freaked","-35.294118"
"freakier","-38.235294"
"freakiest","-47.058824"
"freakiness","-41.176471"
"freaking","-52.941176"
"freakish","-61.764706"
"freakishly","-23.529412"
"freakishness","-41.176471"
"freakout","-52.941176"
"freakouts","-44.117647"
"freaks","-11.764706"
"freaky","-44.117647"
"free","67.647059"
"freebase","-2.941176"
"freebased","23.529412"
"freebases","23.529412"
"freebasing","-11.764706"
"freebee","38.235294"
"freebees","38.235294"
"freebie","52.941176"
"freebies","52.941176"
"freeboard","8.823529"
"freeboards","20.588235"
"freeboot","-20.588235"
"freebooter","-50"
"freebooters","-5.882353"
"freebooting","-23.529412"
"freeborn","35.294118"
"freed","50"
"freedman","32.352941"
"freedmen","20.588235"
"freedom","94.117647"
"freedoms","35.294118"
"freedwoman","47.058824"
"freedwomen","38.235294"
"freeform","26.470588"
"freehand","14.705882"
"freehanded","41.176471"
"freehearted","44.117647"
"freehold","20.588235"
"freeholder","14.705882"
"freeholders","2.941176"
"freeholds","29.411765"
"freeing","61.764706"
"freelance","35.294118"
"freelanced","20.588235"
"freelancer","32.352941"
"freelancers","11.764706"
"freelances","20.588235"
"freelancing","11.764706"
"freeload","-55.882353"
"freeloaded","-47.058824"
"freeloader","-20.588235"
"freeloaders","-2.941176"
"freeloading","-38.235294"
"freeloads","-38.235294"
"freely","55.882353"
"freeman","50"
"freemartin","-14.705882"
"freemasonries","20.588235"
"freemasonry","8.823529"
"freemen","44.117647"
"freeness","47.058824"
"freenesses","50"
"freer","32.352941"
"freers","29.411765"
"frees","35.294118"
"freesia","11.764706"
"freesias","11.764706"
"freest","47.058824"
"freestanding","32.352941"
"freestyle","20.588235"
"freestyler","11.764706"
"freestylers","23.529412"
"freestyles","8.823529"
"freethinker","29.411765"
"freethinkers","29.411765"
"freethinking","32.352941"
"freeware","20.588235"
"freeway","5.882353"
"freewheel","14.705882"
"freewheeled","8.823529"
"freewheeler","5.882353"
"freewheelers","-8.823529"
"freewheeling","14.705882"
"freewheelingly","23.529412"
"freewheels","17.647059"
"freewill","29.411765"
"freewriting","23.529412"
"freeze","5.882353"
"freezers","-2.941176"
"freezes","-2.941176"
"freezing","-11.764706"
"freezingly","-47.058824"
"frenzy","-38.235294"
"fresh","38.235294"
"friend","64.705882"
"friended","50"
"friending","52.941176"
"friendless","-44.117647"
"friendlessness","-8.823529"
"friendlier","58.823529"
"friendlies","64.705882"
"friendliest","76.470588"
"friendlily","52.941176"
"friendliness","58.823529"
"friendly","64.705882"
"friends","61.764706"
"friendship","55.882353"
"friendships","47.058824"
"fright","-47.058824"
"frighted","-41.176471"
"frighten","-41.176471"
"frightened","-55.882353"
"frightening","-64.705882"
"frighteningly","-61.764706"
"frightens","-50"
"frightful","-67.647059"
"frightfully","-50"
"frightfulness","-55.882353"
"frighting","-44.117647"
"frights","-32.352941"
"frisky","29.411765"
"frowning","-41.176471"
"frustrate","-58.823529"
"frustrated","-70.588235"
"frustrates","-55.882353"
"frustrating","-55.882353"
"frustratingly","-58.823529"
"frustration","-61.764706"
"frustrations","-58.823529"
"ftw","58.823529"
"fu","-108.823529"
"fubar","-88.235294"
"fuck","-73.529412"
"fucked","-100"
"fucker","-97.058824"
"fuckers","-85.294118"
"fuckface","-94.117647"
"fuckhead","-91.176471"
"fucks","-61.764706"
"fucktard","-91.176471"
"fud","-32.352941"
"fuked","-73.529412"
"fuking","-94.117647"
"fulfill","55.882353"
"fulfilled","52.941176"
"fulfills","29.411765"
"fume","-35.294118"
"fumed","-52.941176"
"fumeless","8.823529"
"fumelike","-20.588235"
"fumer","20.588235"
"fumers","-23.529412"
"fumes","-2.941176"
"fumet","11.764706"
"fumets","-11.764706"
"fumette","-17.647059"
"fuming","-79.411765"
"fun","67.647059"
"funeral","-44.117647"
"funerals","-47.058824"
"funky","-11.764706"
"funned","67.647059"
"funnel","2.941176"
"funneled","2.941176"
"funnelform","14.705882"
"funneling","-2.941176"
"funnelled","-2.941176"
"funnelling","2.941176"
"funnels","11.764706"
"funner","64.705882"
"funnest","85.294118"
"funnier","50"
"funnies","38.235294"
"funniest","76.470588"
"funnily","55.882353"
"funniness","52.941176"
"funninesses","47.058824"
"funning","52.941176"
"funny","55.882353"
"funnyman","41.176471"
"funnymen","38.235294"
"furious","-79.411765"
"furiously","-55.882353"
"fury","-79.411765"
"futile","-55.882353"
"fwb","73.529412"
"fyi","23.529412"
"fysa","11.764706"
"g1","41.176471"
"gag","-41.176471"
"gagged","-38.235294"
"gain","70.588235"
"gained","47.058824"
"gaining","52.941176"
"gains","41.176471"
"gallant","50"
"gallantly","55.882353"
"gallantry","76.470588"
"geek","-23.529412"
"geekier","5.882353"
"geekiest","-2.941176"
"geeks","-11.764706"
"geeky","-17.647059"
"generosities","76.470588"
"generosity","67.647059"
"generous","67.647059"
"generously","52.941176"
"generousness","70.588235"
"genial","52.941176"
"gentle","55.882353"
"gentler","41.176471"
"gentlest","52.941176"
"gently","58.823529"
"gg","35.294118"
"gga","50"
"ghost","-38.235294"
"giddy","-17.647059"
"gift","55.882353"
"giggle","52.941176"
"giggled","44.117647"
"giggler","17.647059"
"gigglers","41.176471"
"giggles","23.529412"
"gigglier","29.411765"
"giggliest","50"
"giggling","44.117647"
"gigglingly","32.352941"
"giggly","29.411765"
"gigo","-17.647059"
"giver","41.176471"
"givers","50"
"giving","41.176471"
"gj","58.823529"
"gl","38.235294"
"gla","73.529412"
"glad","58.823529"
"gladly","41.176471"
"glamor","61.764706"
"glamorise","38.235294"
"glamorised","52.941176"
"glamorises","61.764706"
"glamorising","35.294118"
"glamorization","47.058824"
"glamorize","50"
"glamorized","61.764706"
"glamorizer","70.588235"
"glamorizers","47.058824"
"glamorizes","70.588235"
"glamorizing","52.941176"
"glamorous","67.647059"
"glamorously","61.764706"
"glamors","41.176471"
"glamour","70.588235"
"glamourize","23.529412"
"glamourless","-47.058824"
"glamourous","58.823529"
"glamours","55.882353"
"glee","94.117647"
"gleeful","85.294118"
"gloom","-76.470588"
"gloomed","-55.882353"
"gloomful","-61.764706"
"gloomier","-44.117647"
"gloomiest","-52.941176"
"gloominess","-52.941176"
"gloominesses","-29.411765"
"glooming","-52.941176"
"glooms","-26.470588"
"gloomy","-17.647059"
"gloried","70.588235"
"glories","61.764706"
"glorification","58.823529"
"glorified","67.647059"
"glorifier","67.647059"
"glorifiers","47.058824"
"glorifies","64.705882"
"glorify","79.411765"
"glorifying","70.588235"
"gloriole","44.117647"
"glorioles","35.294118"
"glorious","94.117647"
"gloriously","85.294118"
"gloriousness","76.470588"
"glory","73.529412"
"glum","-61.764706"
"gn","35.294118"
"gn8","17.647059"
"god","32.352941"
"goddam","-73.529412"
"goddammed","-70.588235"
"goddamn","-61.764706"
"goddamned","-52.941176"
"goddamns","-61.764706"
"goddams","-55.882353"
"godsend","82.352941"
"good","55.882353"
"goodness","58.823529"
"gorgeous","88.235294"
"gorgeously","67.647059"
"gorgeousness","85.294118"
"gorgeousnesses","61.764706"
"gossip","-20.588235"
"gossiped","-32.352941"
"gossiper","-32.352941"
"gossipers","-32.352941"
"gossiping","-47.058824"
"gossipmonger","-29.411765"
"gossipmongers","-41.176471"
"gossipped","-38.235294"
"gossipping","-52.941176"
"gossipries","-23.529412"
"gossipry","-35.294118"
"gossips","-38.235294"
"gossipy","-38.235294"
"gr8","79.411765"
"grace","52.941176"
"graced","26.470588"
"graceful","58.823529"
"gracefuller","64.705882"
"gracefullest","82.352941"
"gracefully","70.588235"
"gracefulness","64.705882"
"graces","47.058824"
"gracile","50"
"graciles","17.647059"
"gracilis","11.764706"
"gracility","35.294118"
"gracing","38.235294"
"gracioso","29.411765"
"gracious","76.470588"
"graciously","67.647059"
"graciousness","70.588235"
"grand","58.823529"
"grandee","32.352941"
"grandees","35.294118"
"grander","50"
"grandest","70.588235"
"grandeur","70.588235"
"grandeurs","61.764706"
"grant","44.117647"
"granted","29.411765"
"granting","38.235294"
"grants","26.470588"
"grateful","58.823529"
"gratefuller","52.941176"
"gratefully","61.764706"
"gratefulness","64.705882"
"graticule","2.941176"
"graticules","5.882353"
"gratification","47.058824"
"gratifications","52.941176"
"gratified","47.058824"
"gratifies","44.117647"
"gratify","38.235294"
"gratifying","67.647059"
"gratifyingly","58.823529"
"gratin","11.764706"
"grating","-11.764706"
"gratingly","-5.882353"
"gratings","-23.529412"
"gratins","5.882353"
"gratis","5.882353"
"gratitude","67.647059"
"gratz","58.823529"
"grave","-47.058824"
"graved","-26.470588"
"gravel","-14.705882"
"graveled","-14.705882"
"graveless","-38.235294"
"graveling","-11.764706"
"gravelled","-26.470588"
"gravelling","-11.764706"
"gravelly","-26.470588"
"gravels","-14.705882"
"gravely","-44.117647"
"graven","-26.470588"
"graveness","-44.117647"
"graver","-32.352941"
"gravers","-35.294118"
"graves","-35.294118"
"graveside","-23.529412"
"gravesides","-47.058824"
"gravest","-38.235294"
"gravestone","-20.588235"
"gravestones","-14.705882"
"graveyard","-35.294118"
"graveyards","-35.294118"
"great","91.176471"
"greater","44.117647"
"greatest","94.117647"
"greed","-50"
"greedier","-58.823529"
"greediest","-82.352941"
"greedily","-55.882353"
"greediness","-50"
"greeds","-29.411765"
"greedy","-38.235294"
"greenwash","-52.941176"
"greenwashing","-11.764706"
"greet","38.235294"
"greeted","32.352941"
"greeting","47.058824"
"greetings","52.941176"
"greets","17.647059"
"grey","5.882353"
"grief","-64.705882"
"grievance","-61.764706"
"grievances","-44.117647"
"grievant","-23.529412"
"grievants","-32.352941"
"grieve","-47.058824"
"grieved","-58.823529"
"griever","-55.882353"
"grievers","-8.823529"
"grieves","-61.764706"
"grieving","-67.647059"
"grievous","-58.823529"
"grievously","-50"
"grievousness","-79.411765"
"grim","-79.411765"
"grimace","-29.411765"
"grimaced","-58.823529"
"grimaces","-52.941176"
"grimacing","-41.176471"
"grimalkin","-26.470588"
"grimalkins","-26.470588"
"grime","-44.117647"
"grimed","-35.294118"
"grimes","-29.411765"
"grimier","-47.058824"
"grimiest","-20.588235"
"grimily","-20.588235"
"griminess","-47.058824"
"griming","-20.588235"
"grimly","-38.235294"
"grimmer","-44.117647"
"grimmest","-23.529412"
"grimness","-23.529412"
"grimy","-52.941176"
"grin","61.764706"
"grinned","32.352941"
"grinner","32.352941"
"grinners","47.058824"
"grinning","44.117647"
"grins","26.470588"
"gross","-61.764706"
"grossed","-11.764706"
"grosser","-8.823529"
"grosses","-23.529412"
"grossest","-61.764706"
"grossing","-8.823529"
"grossly","-26.470588"
"grossness","-52.941176"
"grossular","-8.823529"
"grossularite","-2.941176"
"grossularites","-20.588235"
"grossulars","-8.823529"
"grouch","-64.705882"
"grouched","-23.529412"
"grouches","-26.470588"
"grouchier","-58.823529"
"grouchiest","-67.647059"
"grouchily","-41.176471"
"grouchiness","-58.823529"
"grouching","-50"
"grouchy","-55.882353"
"growing","20.588235"
"growth","47.058824"
"grrr","-11.764706"
"gt","32.352941"
"guarantee","29.411765"
"guilt","-32.352941"
"guiltier","-58.823529"
"guiltiest","-50"
"guiltily","-32.352941"
"guiltiness","-52.941176"
"guiltless","23.529412"
"guiltlessly","20.588235"
"guiltlessness","17.647059"
"guilts","-41.176471"
"guilty","-52.941176"
"gullibility","-47.058824"
"gullible","-44.117647"
"gun","-41.176471"
"h&k","67.647059"
"h8","-79.411765"
"ha","41.176471"
"hacked","-50"
"hagd","64.705882"
"hagn","64.705882"
"hago","35.294118"
"haha","58.823529"
"hahaha","76.470588"
"hahas","52.941176"
"hail","8.823529"
"hailed","26.470588"
"hak","55.882353"
"hallelujah","88.235294"
"hand","64.705882"
"handsome","64.705882"
"handsomely","55.882353"
"handsomeness","70.588235"
"handsomer","58.823529"
"handsomest","76.470588"
"hapless","-41.176471"
"haplessness","-41.176471"
"happier","70.588235"
"happiest","94.117647"
"happily","76.470588"
"happiness","76.470588"
"happing","32.352941"
"happy","79.411765"
"harass","-64.705882"
"harassed","-73.529412"
"harasser","-70.588235"
"harassers","-82.352941"
"harasses","-73.529412"
"harassing","-73.529412"
"harassment","-73.529412"
"harassments","-76.470588"
"hard","-11.764706"
"hardier","-17.647059"
"hardship","-38.235294"
"hardy","50"
"harm","-73.529412"
"harmed","-61.764706"
"harmfully","-76.470588"
"harmfulness","-76.470588"
"harming","-76.470588"
"harmless","29.411765"
"harmlessly","41.176471"
"harmlessness","23.529412"
"harmonic","52.941176"
"harmonica","17.647059"
"harmonically","61.764706"
"harmonicas","2.941176"
"harmonicist","14.705882"
"harmonicists","26.470588"
"harmonics","44.117647"
"harmonies","38.235294"
"harmonious","58.823529"
"harmoniously","55.882353"
"harmoniousness","52.941176"
"harmonise","52.941176"
"harmonised","38.235294"
"harmonising","41.176471"
"harmonium","26.470588"
"harmoniums","23.529412"
"harmonization","55.882353"
"harmonizations","26.470588"
"harmonize","50"
"harmonized","47.058824"
"harmonizer","47.058824"
"harmonizers","47.058824"
"harmonizes","44.117647"
"harmonizing","41.176471"
"harmony","50"
"harms","-64.705882"
"harried","-41.176471"
"harsh","-55.882353"
"harsher","-64.705882"
"harshest","-85.294118"
"hate","-79.411765"
"hated","-94.117647"
"hateful","-64.705882"
"hatefully","-67.647059"
"hatefulness","-105.882353"
"hater","-52.941176"
"haters","-64.705882"
"hates","-55.882353"
"hating","-67.647059"
"hatred","-94.117647"
"haunt","-50"
"haunted","-61.764706"
"haunting","-32.352941"
"haunts","-29.411765"
"havoc","-85.294118"
"healthy","50"
"heartbreak","-79.411765"
"heartbreaker","-64.705882"
"heartbreakers","-61.764706"
"heartbreaking","-58.823529"
"heartbreakingly","-52.941176"
"heartbreaks","-52.941176"
"heartbroken","-97.058824"
"heartfelt","73.529412"
"heartless","-64.705882"
"heartlessly","-82.352941"
"heartlessness","-82.352941"
"heartwarming","61.764706"
"heaven","67.647059"
"heavenlier","88.235294"
"heavenliest","79.411765"
"heavenliness","79.411765"
"heavenlinesses","67.647059"
"heavenly","88.235294"
"heavens","50"
"heavenward","41.176471"
"heavenwards","35.294118"
"heavyhearted","-61.764706"
"heh","-17.647059"
"hell","-105.882353"
"hellish","-94.117647"
"help","50"
"helper","41.176471"
"helpers","32.352941"
"helpful","52.941176"
"helpfully","67.647059"
"helpfulness","55.882353"
"helping","35.294118"
"helpless","-58.823529"
"helplessly","-41.176471"
"helplessness","-61.764706"
"helplessnesses","-50"
"helps","47.058824"
"hero","76.470588"
"heroes","67.647059"
"heroic","76.470588"
"heroical","85.294118"
"heroically","70.588235"
"heroicomic","29.411765"
"heroicomical","32.352941"
"heroics","70.588235"
"heroin","-64.705882"
"heroine","79.411765"
"heroines","52.941176"
"heroinism","-58.823529"
"heroism","82.352941"
"heroisms","64.705882"
"heroize","61.764706"
"heroized","58.823529"
"heroizes","64.705882"
"heroizing","55.882353"
"heron","2.941176"
"heronries","20.588235"
"heronry","2.941176"
"herons","14.705882"
"heros","38.235294"
"hesitance","-26.470588"
"hesitancies","-29.411765"
"hesitancy","-26.470588"
"hesitant","-29.411765"
"hesitantly","-35.294118"
"hesitate","-32.352941"
"hesitated","-38.235294"
"hesitater","-41.176471"
"hesitaters","-41.176471"
"hesitates","-41.176471"
"hesitating","-41.176471"
"hesitatingly","-44.117647"
"hesitation","-32.352941"
"hesitations","-32.352941"
"hho1/2k","41.176471"
"hhoj","58.823529"
"hhok","26.470588"
"hi5","55.882353"
"hid","-11.764706"
"hide","-20.588235"
"hides","-20.588235"
"hiding","-35.294118"
"highlight","41.176471"
"hilarious","50"
"hindrance","-50"
"hoax","-32.352941"
"holiday","50"
"holidays","47.058824"
"homesick","-20.588235"
"homesickness","-52.941176"
"homesicknesses","-52.941176"
"honest","67.647059"
"honester","55.882353"
"honestest","88.235294"
"honesties","52.941176"
"honestly","58.823529"
"honesty","64.705882"
"honor","64.705882"
"honorability","64.705882"
"honorable","73.529412"
"honorableness","64.705882"
"honorably","70.588235"
"honoraria","17.647059"
"honoraries","44.117647"
"honorarily","55.882353"
"honorarium","20.588235"
"honorariums","29.411765"
"honorary","41.176471"
"honored","82.352941"
"honoree","61.764706"
"honorees","67.647059"
"honorer","50"
"honorers","38.235294"
"honorific","41.176471"
"honorifically","64.705882"
"honorifics","50"
"honoring","67.647059"
"honors","67.647059"
"honour","79.411765"
"honourable","61.764706"
"honoured","64.705882"
"honourer","52.941176"
"honourers","47.058824"
"honouring","61.764706"
"honours","64.705882"
"hooligan","-44.117647"
"hooliganism","-61.764706"
"hooligans","-32.352941"
"hooray","67.647059"
"hope","55.882353"
"hoped","47.058824"
"hopeful","67.647059"
